,
,Voc (V),,0.890000,
,Isc (mA),,1.058970,
,Vm (V),,0.740000,
,Im (mA),,0.900987,
,Pmax (W),,0.000667,
,Jsc (mA/cm2),,26.474250,
,FF (%),,70.741862,
,PCE (%),,16.668256,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
0.409999996,1.023091027,25.577275665,,,,,,,,,,,,,,,,,,,,,,,,,,
0.419999987,1.022391953,25.559798814,,,,,,,,,,,,,,,,,,,,,,,,,,
0.430000007,1.021287055,25.532176369,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439999998,1.020760043,25.519001065,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449999988,1.019511954,25.487798848,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460000008,1.017963979,25.449099485,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469999999,1.016146969,25.403674226,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479999989,1.013659989,25.341499713,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490000010,1.012103981,25.302599533,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000000,1.011278946,25.281973649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509999990,1.009579049,25.239476236,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519999981,1.007972984,25.199324591,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529999971,1.006379025,25.159475626,,,,,,,,,,,,,,,,,,,,,,,,,,
0.540000021,1.004572958,25.114323944,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000012,1.002860954,25.071523851,,,,,,,,,,,,,,,,,,,,,,,,,,
0.560000002,0.999551034,24.988775840,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569999993,0.997142633,24.928565836,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579999983,0.994411646,24.860291160,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589999974,0.991659239,24.791480973,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000024,0.988634652,24.715866311,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610000014,0.985282240,24.632056011,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620000005,0.982542871,24.563571787,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629999995,0.978495809,24.462395231,,,,,,,,,,,,,,,,,,,,,,,,,,
0.639999986,0.974277093,24.356927315,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649999976,0.970429915,24.260747887,,,,,,,,,,,,,,,,,,,,,,,,,,
0.660000026,0.965069514,24.126737844,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670000017,0.960586884,24.014672090,,,,,,,,,,,,,,,,,,,,,,,,,,
0.680000007,0.955117925,23.877948115,,,,,,,,,,,,,,,,,,,,,,,,,,
0.689999998,0.948657223,23.716430587,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699999988,0.942895422,23.572385544,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709999979,0.933757983,23.343949579,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720000029,0.923212327,23.080308165,,,,,,,,,,,,,,,,,,,,,,,,,,
0.730000019,0.912495714,22.812392854,,,,,,,,,,,,,,,,,,,,,,,,,,
0.740000010,0.900986779,22.524669475,,,,,,,,,,,,,,,,,,,,,,,,,,
0.750000000,0.885934511,22.148362768,,,,,,,,,,,,,,,,,,,,,,,,,,
0.759999990,0.868223782,21.705594554,,,,,,,,,,,,,,,,,,,,,,,,,,
0.769999981,0.848123222,21.203080541,,,,,,,,,,,,,,,,,,,,,,,,,,
0.779999971,0.823966926,20.599173149,,,,,,,,,,,,,,,,,,,,,,,,,,
0.790000021,0.795573113,19.889327814,,,,,,,,,,,,,,,,,,,,,,,,,,
0.800000012,0.763109827,19.077745674,,,,,,,,,,,,,,,,,,,,,,,,,,
0.810000002,0.722708122,18.067703058,,,,,,,,,,,,,,,,,,,,,,,,,,
0.819999993,0.675795192,16.894879809,,,,,,,,,,,,,,,,,,,,,,,,,,
0.829999983,0.621003390,15.525084746,,,,,,,,,,,,,,,,,,,,,,,,,,
0.839999974,0.557270774,13.931769354,,,,,,,,,,,,,,,,,,,,,,,,,,
0.850000024,0.481468713,12.036717817,,,,,,,,,,,,,,,,,,,,,,,,,,
0.860000014,0.393040187,9.826004680,,,,,,,,,,,,,,,,,,,,,,,,,,
0.870000005,0.291982113,7.299552817,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879999995,0.175891095,4.397277371,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889999986,0.044689521,1.117238025,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899999976,-0.098715856,-2.467896411,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910000026,-0.265679992,-6.641999789,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920000017,-0.443699391,-11.092484783,,,,,,,,,,,,,,,,,,,,,,,,,,
0.930000007,-0.637817022,-15.945425548,,,,,,,,,,,,,,,,,,,,,,,,,,
0.939999998,-0.846325420,-21.158135496,,,,,,,,,,,,,,,,,,,,,,,,,,
0.949999988,-1.070789993,-26.769749820,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959999979,-1.307533006,-32.688325155,,,,,,,,,,,,,,,,,,,,,,,,,,
0.970000029,-1.556569943,-38.914248580,,,,,,,,,,,,,,,,,,,,,,,,,,
0.980000019,-1.817691023,-45.442275587,,,,,,,,,,,,,,,,,,,,,,,,,,
0.990000010,-2.091090893,-52.277272334,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000,-2.373819938,-59.345498448,,,,,,,,,,,,,,,,,,,,,,,,,,
