,
,Voc (V),,0.900000,
,Isc (mA),,1.025203,
,Vm (V),,0.740000,
,Im (mA),,0.888187,
,Pmax (W),,0.000657,
,Jsc (mA/cm2),,25.630076,
,FF (%),,71.233439,
,PCE (%),,16.431466,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
-0.200000003,1.035818947,25.895473664,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.189999998,1.035079011,25.876975269,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.180000007,1.034885994,25.872149854,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.170000002,1.034126966,25.853174157,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.159999996,1.033456996,25.836424902,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.150000006,1.033241046,25.831026142,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.140000001,1.031946042,25.798651041,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.129999995,1.030682004,25.767050101,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.119999997,1.030124025,25.753100635,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.109999999,1.031278982,25.781974546,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.100000001,1.031426014,25.785650359,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.090000004,1.029848005,25.746200117,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.079999998,1.029314008,25.732850190,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.070000000,1.028744038,25.718600955,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.059999999,1.028254977,25.706374436,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.050000001,1.027669990,25.691749761,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.039999999,1.027976978,25.699424441,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.029999999,1.026907004,25.672675110,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.020000000,1.025854959,25.646373979,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.010000000,1.025459031,25.636475766,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000000000,1.025203033,25.630075834,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010000000,1.024598954,25.614973856,,,,,,,,,,,,,,,,,,,,,,,,,,
0.020000000,1.022925950,25.573148741,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029999999,1.022515004,25.562875089,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039999999,1.022001030,25.550025748,,,,,,,,,,,,,,,,,,,,,,,,,,
0.050000001,1.020994969,25.524874218,,,,,,,,,,,,,,,,,,,,,,,,,,
0.059999999,1.020133961,25.503349025,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070000000,1.020016032,25.500400807,,,,,,,,,,,,,,,,,,,,,,,,,,
0.079999998,1.018806943,25.470173568,,,,,,,,,,,,,,,,,,,,,,,,,,
0.090000004,1.018599025,25.464975624,,,,,,,,,,,,,,,,,,,,,,,,,,
0.100000001,1.017116010,25.427900255,,,,,,,,,,,,,,,,,,,,,,,,,,
0.109999999,1.016304945,25.407623616,,,,,,,,,,,,,,,,,,,,,,,,,,
0.119999997,1.016209950,25.405248743,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129999995,1.016680035,25.417000870,,,,,,,,,,,,,,,,,,,,,,,,,,
0.140000001,1.015522052,25.388051290,,,,,,,,,,,,,,,,,,,,,,,,,,
0.150000006,1.015649992,25.391249801,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159999996,1.014795969,25.369899231,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170000002,1.015422051,25.385551271,,,,,,,,,,,,,,,,,,,,,,,,,,
0.180000007,1.015073038,25.376825943,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189999998,1.013239031,25.330975768,,,,,,,,,,,,,,,,,,,,,,,,,,
0.200000003,1.013107947,25.327698677,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209999993,1.011515036,25.287875906,,,,,,,,,,,,,,,,,,,,,,,,,,
0.219999999,1.010183943,25.254598586,,,,,,,,,,,,,,,,,,,,,,,,,,
0.230000004,1.009627944,25.240698596,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239999995,1.007821993,25.195549824,,,,,,,,,,,,,,,,,,,,,,,,,,
0.250000000,1.007338054,25.183451362,,,,,,,,,,,,,,,,,,,,,,,,,,
0.259999990,1.007606974,25.190174347,,,,,,,,,,,,,,,,,,,,,,,,,,
0.270000011,1.006267965,25.156699121,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280000001,1.005725004,25.143125094,,,,,,,,,,,,,,,,,,,,,,,,,,
0.289999992,1.004682970,25.117074256,,,,,,,,,,,,,,,,,,,,,,,,,,
0.300000012,1.004114049,25.102851214,,,,,,,,,,,,,,,,,,,,,,,,,,
0.310000002,1.003272948,25.081823696,,,,,,,,,,,,,,,,,,,,,,,,,,
0.319999993,1.001709956,25.042748894,,,,,,,,,,,,,,,,,,,,,,,,,,
0.330000013,1.000716002,25.017900043,,,,,,,,,,,,,,,,,,,,,,,,,,
0.340000004,1.000616001,25.015400024,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349999994,0.998073840,24.951845990,,,,,,,,,,,,,,,,,,,,,,,,,,
0.360000014,0.997018884,24.925472098,,,,,,,,,,,,,,,,,,,,,,,,,,
0.370000005,0.995581737,24.889543420,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379999995,0.994610717,24.865267915,,,,,,,,,,,,,,,,,,,,,,,,,,
0.389999986,0.993428868,24.835721706,,,,,,,,,,,,,,,,,,,,,,,,,,
0.400000006,0.992753194,24.818829843,,,,,,,,,,,,,,,,,,,,,,,,,,
0.409999996,0.992155168,24.803879205,,,,,,,,,,,,,,,,,,,,,,,,,,
0.419999987,0.991120352,24.778008810,,,,,,,,,,,,,,,,,,,,,,,,,,
0.430000007,0.989615219,24.740380468,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439999998,0.988133019,24.703325471,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449999988,0.987258740,24.681468494,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460000008,0.985804363,24.645109079,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469999999,0.985565595,24.639139883,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479999989,0.983848702,24.596217554,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490000010,0.982382335,24.559558369,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000000,0.980454846,24.511371157,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509999990,0.979072531,24.476813269,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519999981,0.976528274,24.413206847,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529999971,0.973992283,24.349807063,,,,,,,,,,,,,,,,,,,,,,,,,,
0.540000021,0.972682610,24.317065254,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000012,0.971074682,24.276867043,,,,,,,,,,,,,,,,,,,,,,,,,,
0.560000002,0.968438399,24.210959964,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569999993,0.966572727,24.164318165,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579999983,0.964140811,24.103520263,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589999974,0.961662387,24.041559664,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000024,0.960810285,24.020257115,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610000014,0.958408229,23.960205726,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620000005,0.955157273,23.878931825,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629999995,0.951992813,23.799820337,,,,,,,,,,,,,,,,,,,,,,,,,,
0.639999986,0.948735978,23.718399461,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649999976,0.945202482,23.630062060,,,,,,,,,,,,,,,,,,,,,,,,,,
0.660000026,0.941040809,23.526020232,,,,,,,,,,,,,,,,,,,,,,,,,,
