,
,Voc (V),,0.120000,
,Isc (mA),,0.002284,
,Vm (V),,0.060000,
,Im (mA),,0.001033,
,Pmax (W),,0.000000,
,Jsc (mA/cm2),,0.057105,
,FF (%),,22.602296,
,PCE (%),,0.001549,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
0.159999996,-0.001025233,-0.025630825,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170000002,-0.001159359,-0.028983976,,,,,,,,,,,,,,,,,,,,,,,,,,
0.180000007,-0.001229219,-0.030730476,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189999998,-0.001541731,-0.038543274,,,,,,,,,,,,,,,,,,,,,,,,,,
0.200000003,-0.001727245,-0.043181126,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209999993,-0.002031459,-0.050786474,,,,,,,,,,,,,,,,,,,,,,,,,,
0.219999999,-0.001759235,-0.043980876,,,,,,,,,,,,,,,,,,,,,,,,,,
0.230000004,-0.002438391,-0.060959775,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239999995,-0.002698328,-0.067458200,,,,,,,,,,,,,,,,,,,,,,,,,,
0.250000000,-0.002909528,-0.072738197,,,,,,,,,,,,,,,,,,,,,,,,,,
0.259999990,-0.003134642,-0.078366048,,,,,,,,,,,,,,,,,,,,,,,,,,
0.270000011,-0.003175367,-0.079384176,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280000001,-0.003525888,-0.088147198,,,,,,,,,,,,,,,,,,,,,,,,,,
0.289999992,-0.003813110,-0.095327749,,,,,,,,,,,,,,,,,,,,,,,,,,
0.300000012,-0.003996121,-0.099903025,,,,,,,,,,,,,,,,,,,,,,,,,,
0.310000002,-0.003965489,-0.099137230,,,,,,,,,,,,,,,,,,,,,,,,,,
0.319999993,-0.004149118,-0.103727950,,,,,,,,,,,,,,,,,,,,,,,,,,
0.330000013,-0.004401659,-0.110041481,,,,,,,,,,,,,,,,,,,,,,,,,,
0.340000004,-0.004686823,-0.117170578,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349999994,-0.004628803,-0.115720070,,,,,,,,,,,,,,,,,,,,,,,,,,
0.360000014,-0.004637065,-0.115926628,,,,,,,,,,,,,,,,,,,,,,,,,,
0.370000005,-0.004788770,-0.119719255,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379999995,-0.004909984,-0.122749600,,,,,,,,,,,,,,,,,,,,,,,,,,
0.389999986,-0.005066662,-0.126666555,,,,,,,,,,,,,,,,,,,,,,,,,,
0.400000006,-0.005252835,-0.131320871,,,,,,,,,,,,,,,,,,,,,,,,,,
0.409999996,-0.005247968,-0.131199204,,,,,,,,,,,,,,,,,,,,,,,,,,
0.419999987,-0.005681122,-0.142028046,,,,,,,,,,,,,,,,,,,,,,,,,,
0.430000007,-0.006267418,-0.156685451,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439999998,-0.006786016,-0.169650400,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449999988,-0.007069396,-0.176734898,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460000008,-0.006697604,-0.167440101,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469999999,-0.007493789,-0.187344722,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479999989,-0.007558409,-0.188960223,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490000010,-0.007811212,-0.195280290,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000000,-0.007931276,-0.198281896,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509999990,-0.007923995,-0.198099883,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519999981,-0.007633484,-0.190837090,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529999971,-0.007839370,-0.195984239,,,,,,,,,,,,,,,,,,,,,,,,,,
0.540000021,-0.007765456,-0.194136396,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000012,-0.008977411,-0.224435280,,,,,,,,,,,,,,,,,,,,,,,,,,
0.560000002,-0.008429123,-0.210728081,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569999993,-0.008471267,-0.211781685,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579999983,-0.008694911,-0.217372781,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589999974,-0.008913923,-0.222848075,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000024,-0.009171873,-0.229296825,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610000014,-0.008864802,-0.221620053,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620000005,-0.009134958,-0.228373960,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629999995,-0.009317292,-0.232932302,,,,,,,,,,,,,,,,,,,,,,,,,,
0.639999986,-0.009463637,-0.236590927,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649999976,-0.009854565,-0.246364129,,,,,,,,,,,,,,,,,,,,,,,,,,
0.660000026,-0.010320680,-0.258017008,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670000017,-0.011523060,-0.288076490,,,,,,,,,,,,,,,,,,,,,,,,,,
0.680000007,-0.012007340,-0.300183501,,,,,,,,,,,,,,,,,,,,,,,,,,
0.689999998,-0.011696540,-0.292413506,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699999988,-0.011751250,-0.293781250,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709999979,-0.012288380,-0.307209507,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720000029,-0.012497260,-0.312431507,,,,,,,,,,,,,,,,,,,,,,,,,,
0.730000019,-0.012477080,-0.311927010,,,,,,,,,,,,,,,,,,,,,,,,,,
0.740000010,-0.012980130,-0.324503253,,,,,,,,,,,,,,,,,,,,,,,,,,
0.750000000,-0.013231620,-0.330790499,,,,,,,,,,,,,,,,,,,,,,,,,,
0.759999990,-0.013318610,-0.332965260,,,,,,,,,,,,,,,,,,,,,,,,,,
0.769999981,-0.012926740,-0.323168501,,,,,,,,,,,,,,,,,,,,,,,,,,
0.779999971,-0.013483560,-0.337089000,,,,,,,,,,,,,,,,,,,,,,,,,,
0.790000021,-0.013133250,-0.328331248,,,,,,,,,,,,,,,,,,,,,,,,,,
0.800000012,-0.013341130,-0.333528260,,,,,,,,,,,,,,,,,,,,,,,,,,
0.810000002,-0.013163550,-0.329088743,,,,,,,,,,,,,,,,,,,,,,,,,,
0.819999993,-0.013763570,-0.344089244,,,,,,,,,,,,,,,,,,,,,,,,,,
0.829999983,-0.013672390,-0.341809755,,,,,,,,,,,,,,,,,,,,,,,,,,
0.839999974,-0.013525750,-0.338143741,,,,,,,,,,,,,,,,,,,,,,,,,,
0.850000024,-0.013899800,-0.347495006,,,,,,,,,,,,,,,,,,,,,,,,,,
0.860000014,-0.014497700,-0.362442506,,,,,,,,,,,,,,,,,,,,,,,,,,
0.870000005,-0.014858990,-0.371474744,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879999995,-0.014749810,-0.368745259,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889999986,-0.016001530,-0.400038243,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899999976,-0.014890800,-0.372270006,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910000026,-0.015092580,-0.377314495,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920000017,-0.016931899,-0.423297479,,,,,,,,,,,,,,,,,,,,,,,,,,
0.930000007,-0.016191660,-0.404791490,,,,,,,,,,,,,,,,,,,,,,,,,,
0.939999998,-0.015600381,-0.390009518,,,,,,,,,,,,,,,,,,,,,,,,,,
0.949999988,-0.016862870,-0.421571758,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959999979,-0.017869979,-0.446749482,,,,,,,,,,,,,,,,,,,,,,,,,,
0.970000029,-0.017915891,-0.447897264,,,,,,,,,,,,,,,,,,,,,,,,,,
0.980000019,-0.015641830,-0.391045751,,,,,,,,,,,,,,,,,,,,,,,,,,
0.990000010,-0.015799300,-0.394982499,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000,-0.017512080,-0.437802009,,,,,,,,,,,,,,,,,,,,,,,,,,
