,
,Voc (V),,0.310000,
,Isc (mA),,0.002222,
,Vm (V),,0.160000,
,Im (mA),,0.001085,
,Pmax (W),,0.000000,
,Jsc (mA/cm2),,0.055540,
,FF (%),,25.200611,
,PCE (%),,0.004339,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
0.100000001,0.001526910,0.038172749,,,,,,,,,,,,,,,,,,,,,,,,,,
0.109999999,0.001432699,0.035817476,,,,,,,,,,,,,,,,,,,,,,,,,,
0.119999997,0.001381539,0.034538476,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129999995,0.001292472,0.032311800,,,,,,,,,,,,,,,,,,,,,,,,,,
0.140000001,0.001228578,0.030714449,,,,,,,,,,,,,,,,,,,,,,,,,,
0.150000006,0.001142662,0.028566549,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159999996,0.001084728,0.027118199,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170000002,0.001007385,0.025184625,,,,,,,,,,,,,,,,,,,,,,,,,,
0.180000007,0.000928231,0.023205783,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189999998,0.000873741,0.021843525,,,,,,,,,,,,,,,,,,,,,,,,,,
0.200000003,0.000776744,0.019418594,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209999993,0.000733390,0.018334755,,,,,,,,,,,,,,,,,,,,,,,,,,
0.219999999,0.000647572,0.016189293,,,,,,,,,,,,,,,,,,,,,,,,,,
0.230000004,0.000579431,0.014485782,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239999995,0.000510708,0.012767700,,,,,,,,,,,,,,,,,,,,,,,,,,
0.250000000,0.000418179,0.010454470,,,,,,,,,,,,,,,,,,,,,,,,,,
0.259999990,0.000361107,0.009027683,,,,,,,,,,,,,,,,,,,,,,,,,,
0.270000011,0.000266378,0.006659440,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280000001,0.000229397,0.005734935,,,,,,,,,,,,,,,,,,,,,,,,,,
0.289999992,0.000125224,0.003130600,,,,,,,,,,,,,,,,,,,,,,,,,,
0.300000012,0.000080985,0.002024620,,,,,,,,,,,,,,,,,,,,,,,,,,
0.310000002,-0.000016378,-0.000409456,,,,,,,,,,,,,,,,,,,,,,,,,,
0.319999993,-0.000072031,-0.001800778,,,,,,,,,,,,,,,,,,,,,,,,,,
0.330000013,-0.000154052,-0.003851305,,,,,,,,,,,,,,,,,,,,,,,,,,
0.340000004,-0.000236293,-0.005907320,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349999994,-0.000294470,-0.007361742,,,,,,,,,,,,,,,,,,,,,,,,,,
0.360000014,-0.000377741,-0.009443522,,,,,,,,,,,,,,,,,,,,,,,,,,
0.370000005,-0.000439441,-0.010986022,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379999995,-0.000531053,-0.013276320,,,,,,,,,,,,,,,,,,,,,,,,,,
0.389999986,-0.000583971,-0.014599287,,,,,,,,,,,,,,,,,,,,,,,,,,
0.400000006,-0.000674685,-0.016867125,,,,,,,,,,,,,,,,,,,,,,,,,,
0.409999996,-0.000742541,-0.018563523,,,,,,,,,,,,,,,,,,,,,,,,,,
0.419999987,-0.000816893,-0.020422335,,,,,,,,,,,,,,,,,,,,,,,,,,
0.430000007,-0.000909839,-0.022745978,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439999998,-0.000953212,-0.023830300,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449999988,-0.001050003,-0.026250075,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460000008,-0.001123403,-0.028085074,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469999999,-0.001221683,-0.030542074,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479999989,-0.001285620,-0.032140500,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490000010,-0.001348797,-0.033719925,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000000,-0.001447703,-0.036192574,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509999990,-0.001496930,-0.037423251,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519999981,-0.001619355,-0.040483874,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529999971,-0.001646766,-0.041169150,,,,,,,,,,,,,,,,,,,,,,,,,,
0.540000021,-0.001760667,-0.044016676,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000012,-0.001806431,-0.045160775,,,,,,,,,,,,,,,,,,,,,,,,,,
0.560000002,-0.001904983,-0.047624576,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569999993,-0.001972235,-0.049305874,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579999983,-0.002065711,-0.051642775,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589999974,-0.002143453,-0.053586325,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000024,-0.002202775,-0.055069376,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610000014,-0.002313664,-0.057841601,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620000005,-0.002365538,-0.059138449,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629999995,-0.002489324,-0.062233102,,,,,,,,,,,,,,,,,,,,,,,,,,
0.639999986,-0.002532072,-0.063301798,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649999976,-0.002634285,-0.065857125,,,,,,,,,,,,,,,,,,,,,,,,,,
0.660000026,-0.002726099,-0.068152474,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670000017,-0.002804768,-0.070119199,,,,,,,,,,,,,,,,,,,,,,,,,,
0.680000007,-0.002890737,-0.072268426,,,,,,,,,,,,,,,,,,,,,,,,,,
0.689999998,-0.002955464,-0.073886599,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699999988,-0.003070219,-0.076755475,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709999979,-0.003124012,-0.078100300,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720000029,-0.003260322,-0.081508051,,,,,,,,,,,,,,,,,,,,,,,,,,
0.730000019,-0.003292488,-0.082312198,,,,,,,,,,,,,,,,,,,,,,,,,,
0.740000010,-0.003410634,-0.085265850,,,,,,,,,,,,,,,,,,,,,,,,,,
0.750000000,-0.003473707,-0.086842675,,,,,,,,,,,,,,,,,,,,,,,,,,
0.759999990,-0.003587446,-0.089686148,,,,,,,,,,,,,,,,,,,,,,,,,,
0.769999981,-0.003672147,-0.091803673,,,,,,,,,,,,,,,,,,,,,,,,,,
0.779999971,-0.003767923,-0.094198077,,,,,,,,,,,,,,,,,,,,,,,,,,
0.790000021,-0.003855601,-0.096390022,,,,,,,,,,,,,,,,,,,,,,,,,,
0.800000012,-0.003958992,-0.098974795,,,,,,,,,,,,,,,,,,,,,,,,,,
0.810000002,-0.004066448,-0.101661203,,,,,,,,,,,,,,,,,,,,,,,,,,
0.819999993,-0.004139029,-0.103475725,,,,,,,,,,,,,,,,,,,,,,,,,,
0.829999983,-0.004245746,-0.106143648,,,,,,,,,,,,,,,,,,,,,,,,,,
0.839999974,-0.004317100,-0.107927497,,,,,,,,,,,,,,,,,,,,,,,,,,
0.850000024,-0.004424701,-0.110617520,,,,,,,,,,,,,,,,,,,,,,,,,,
0.860000014,-0.004502144,-0.112553596,,,,,,,,,,,,,,,,,,,,,,,,,,
0.870000005,-0.004608502,-0.115212549,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879999995,-0.004708429,-0.117710726,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889999986,-0.004808987,-0.120224672,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899999976,-0.004912005,-0.122800122,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910000026,-0.005006339,-0.125158476,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920000017,-0.005119078,-0.127976955,,,,,,,,,,,,,,,,,,,,,,,,,,
0.930000007,-0.005220478,-0.130511955,,,,,,,,,,,,,,,,,,,,,,,,,,
0.939999998,-0.005346795,-0.133669880,,,,,,,,,,,,,,,,,,,,,,,,,,
0.949999988,-0.005442543,-0.136063579,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959999979,-0.005581957,-0.139548922,,,,,,,,,,,,,,,,,,,,,,,,,,
0.970000029,-0.005699760,-0.142494002,,,,,,,,,,,,,,,,,,,,,,,,,,
0.980000019,-0.005855032,-0.146375805,,,,,,,,,,,,,,,,,,,,,,,,,,
0.990000010,-0.005986033,-0.149650828,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000,-0.006145762,-0.153644055,,,,,,,,,,,,,,,,,,,,,,,,,,
