,
,Voc (V),,0.170000,
,Isc (mA),,0.002200,
,Vm (V),,0.090000,
,Im (mA),,0.001076,
,Pmax (W),,0.000000,
,Jsc (mA/cm2),,0.054992,
,FF (%),,25.892499,
,PCE (%),,0.002421,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
-0.200000003,0.004765546,0.119138645,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.189999998,0.004629818,0.115745445,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.180000007,0.004473673,0.111841825,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.170000002,0.004341859,0.108546476,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.159999996,0.004197452,0.104936305,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.150000006,0.004118813,0.102970330,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.140000001,0.003921460,0.098036503,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.129999995,0.003861272,0.096531801,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.119999997,0.003652735,0.091318373,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.109999999,0.003592434,0.089810851,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.100000001,0.003407150,0.085178749,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.090000004,0.003318433,0.082960827,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.079999998,0.003175182,0.079379549,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.070000000,0.003054521,0.076363023,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.059999999,0.002940297,0.073507425,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.050000001,0.002786074,0.069651850,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.039999999,0.002698068,0.067451703,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.029999999,0.002538398,0.063459947,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.020000000,0.002453479,0.061336976,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.010000000,0.002297561,0.057439024,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000000000,0.002199695,0.054992375,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010000000,0.002063748,0.051593702,,,,,,,,,,,,,,,,,,,,,,,,,,
0.020000000,0.001937517,0.048437926,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029999999,0.001829483,0.045737076,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039999999,0.001677889,0.041947226,,,,,,,,,,,,,,,,,,,,,,,,,,
0.050000001,0.001590164,0.039754099,,,,,,,,,,,,,,,,,,,,,,,,,,
0.059999999,0.001428790,0.035719751,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070000000,0.001350382,0.033759551,,,,,,,,,,,,,,,,,,,,,,,,,,
0.079999998,0.001180700,0.029517500,,,,,,,,,,,,,,,,,,,,,,,,,,
0.090000004,0.001075828,0.026895700,,,,,,,,,,,,,,,,,,,,,,,,,,
