,
,Voc (V),,0.170000,
,Isc (mA),,0.002200,
,Vm (V),,0.090000,
,Im (mA),,0.001076,
,Pmax (W),,0.000000,
,Jsc (mA/cm2),,0.054992,
,FF (%),,25.892499,
,PCE (%),,0.002421,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
0.100000001,0.000900162,0.022504049,,,,,,,,,,,,,,,,,,,,,,,,,,
0.109999999,0.000805126,0.020128145,,,,,,,,,,,,,,,,,,,,,,,,,,
0.119999997,0.000651967,0.016299173,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129999995,0.000551385,0.013784613,,,,,,,,,,,,,,,,,,,,,,,,,,
0.140000001,0.000389417,0.009735437,,,,,,,,,,,,,,,,,,,,,,,,,,
0.150000006,0.000295180,0.007379497,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159999996,0.000129252,0.003231312,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170000002,-0.000002553,-0.000063837,,,,,,,,,,,,,,,,,,,,,,,,,,
0.180000007,-0.000149470,-0.003736755,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189999998,-0.000298920,-0.007473005,,,,,,,,,,,,,,,,,,,,,,,,,,
0.200000003,-0.000436976,-0.010924393,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209999993,-0.000595659,-0.014891482,,,,,,,,,,,,,,,,,,,,,,,,,,
0.219999999,-0.000732681,-0.018317037,,,,,,,,,,,,,,,,,,,,,,,,,,
0.230000004,-0.000896614,-0.022415348,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239999995,-0.001028297,-0.025707425,,,,,,,,,,,,,,,,,,,,,,,,,,
0.250000000,-0.001157823,-0.028945576,,,,,,,,,,,,,,,,,,,,,,,,,,
0.259999990,-0.001336663,-0.033416575,,,,,,,,,,,,,,,,,,,,,,,,,,
0.270000011,-0.001487287,-0.037182176,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280000001,-0.001634220,-0.040855500,,,,,,,,,,,,,,,,,,,,,,,,,,
0.289999992,-0.001807150,-0.045178751,,,,,,,,,,,,,,,,,,,,,,,,,,
0.300000012,-0.001958902,-0.048972549,,,,,,,,,,,,,,,,,,,,,,,,,,
0.310000002,-0.002152475,-0.053811874,,,,,,,,,,,,,,,,,,,,,,,,,,
0.319999993,-0.002276262,-0.056906549,,,,,,,,,,,,,,,,,,,,,,,,,,
0.330000013,-0.002482111,-0.062052777,,,,,,,,,,,,,,,,,,,,,,,,,,
0.340000004,-0.002628761,-0.065719024,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349999994,-0.002813613,-0.070340326,,,,,,,,,,,,,,,,,,,,,,,,,,
0.360000014,-0.002959614,-0.073990350,,,,,,,,,,,,,,,,,,,,,,,,,,
0.370000005,-0.003161350,-0.079033748,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379999995,-0.003353979,-0.083849477,,,,,,,,,,,,,,,,,,,,,,,,,,
0.389999986,-0.003497857,-0.087446426,,,,,,,,,,,,,,,,,,,,,,,,,,
0.400000006,-0.003722841,-0.093071026,,,,,,,,,,,,,,,,,,,,,,,,,,
0.409999996,-0.003853133,-0.096328324,,,,,,,,,,,,,,,,,,,,,,,,,,
0.419999987,-0.004048536,-0.101213402,,,,,,,,,,,,,,,,,,,,,,,,,,
0.430000007,-0.004226138,-0.105653453,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439999998,-0.004338376,-0.108459403,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449999988,-0.004574765,-0.114369129,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460000008,-0.004698127,-0.117453180,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469999999,-0.004944010,-0.123600250,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479999989,-0.005117401,-0.127935027,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490000010,-0.005329738,-0.133243452,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000000,-0.005503171,-0.137579275,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509999990,-0.005663702,-0.141592545,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519999981,-0.005896254,-0.147406354,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529999971,-0.006097501,-0.152437519,,,,,,,,,,,,,,,,,,,,,,,,,,
0.540000021,-0.006277333,-0.156933322,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000012,-0.006470815,-0.161770379,,,,,,,,,,,,,,,,,,,,,,,,,,
0.560000002,-0.006612931,-0.165323274,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569999993,-0.006780701,-0.169517523,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579999983,-0.007048040,-0.176201002,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589999974,-0.007247300,-0.181182497,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000024,-0.007488344,-0.187208605,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610000014,-0.007695152,-0.192378798,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620000005,-0.007889252,-0.197231293,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629999995,-0.008058993,-0.201474836,,,,,,,,,,,,,,,,,,,,,,,,,,
0.639999986,-0.008336336,-0.208408392,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649999976,-0.008506117,-0.212652935,,,,,,,,,,,,,,,,,,,,,,,,,,
0.660000026,-0.008667806,-0.216695139,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670000017,-0.008873131,-0.221828282,,,,,,,,,,,,,,,,,,,,,,,,,,
0.680000007,-0.009215045,-0.230376122,,,,,,,,,,,,,,,,,,,,,,,,,,
0.689999998,-0.009408103,-0.235202583,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699999988,-0.009576207,-0.239405176,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709999979,-0.009824485,-0.245612114,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720000029,-0.010042670,-0.251066740,,,,,,,,,,,,,,,,,,,,,,,,,,
0.730000019,-0.010219720,-0.255493001,,,,,,,,,,,,,,,,,,,,,,,,,,
0.740000010,-0.010436200,-0.260904994,,,,,,,,,,,,,,,,,,,,,,,,,,
0.750000000,-0.010660840,-0.266521010,,,,,,,,,,,,,,,,,,,,,,,,,,
0.759999990,-0.010880490,-0.272012244,,,,,,,,,,,,,,,,,,,,,,,,,,
0.769999981,-0.011150590,-0.278764742,,,,,,,,,,,,,,,,,,,,,,,,,,
0.779999971,-0.011379370,-0.284484258,,,,,,,,,,,,,,,,,,,,,,,,,,
0.790000021,-0.011642510,-0.291062747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.800000012,-0.011786870,-0.294671759,,,,,,,,,,,,,,,,,,,,,,,,,,
0.810000002,-0.012126570,-0.303164256,,,,,,,,,,,,,,,,,,,,,,,,,,
0.819999993,-0.012406430,-0.310160749,,,,,,,,,,,,,,,,,,,,,,,,,,
0.829999983,-0.012621630,-0.315540751,,,,,,,,,,,,,,,,,,,,,,,,,,
0.839999974,-0.012889700,-0.322242499,,,,,,,,,,,,,,,,,,,,,,,,,,
0.850000024,-0.013043940,-0.326098507,,,,,,,,,,,,,,,,,,,,,,,,,,
0.860000014,-0.013387030,-0.334675747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.870000005,-0.013655030,-0.341375744,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879999995,-0.013863000,-0.346575007,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889999986,-0.014229980,-0.355749489,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899999976,-0.014400230,-0.360005743,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910000026,-0.014704710,-0.367617758,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920000017,-0.015066380,-0.376659500,,,,,,,,,,,,,,,,,,,,,,,,,,
0.930000007,-0.015267340,-0.381683503,,,,,,,,,,,,,,,,,,,,,,,,,,
0.939999998,-0.015566689,-0.389167235,,,,,,,,,,,,,,,,,,,,,,,,,,
0.949999988,-0.015760270,-0.394006747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959999979,-0.016107841,-0.402696014,,,,,,,,,,,,,,,,,,,,,,,,,,
0.970000029,-0.016750020,-0.418750506,,,,,,,,,,,,,,,,,,,,,,,,,,
0.980000019,-0.017018920,-0.425472990,,,,,,,,,,,,,,,,,,,,,,,,,,
0.990000010,-0.017279830,-0.431995750,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000,-0.017432920,-0.435822994,,,,,,,,,,,,,,,,,,,,,,,,,,
