,
,Voc (V),,0.890000,
,Isc (mA),,1.003789,
,Vm (V),,0.730000,
,Im (mA),,0.835180,
,Pmax (W),,0.000610,
,Jsc (mA/cm2),,25.094725,
,FF (%),,68.244940,
,PCE (%),,15.242033,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
-0.010000000,1.005506027,25.137650664,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000000000,1.003789017,25.094725424,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010000000,1.002697973,25.067449315,,,,,,,,,,,,,,,,,,,,,,,,,,
0.020000000,1.001705998,25.042649941,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029999999,1.000836026,25.020900648,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039999999,1.000507968,25.012699189,,,,,,,,,,,,,,,,,,,,,,,,,,
0.050000001,1.000697026,25.017425651,,,,,,,,,,,,,,,,,,,,,,,,,,
0.059999999,1.000175951,25.004398776,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070000000,0.999314594,24.982864852,,,,,,,,,,,,,,,,,,,,,,,,,,
0.079999998,0.999191543,24.979788577,,,,,,,,,,,,,,,,,,,,,,,,,,
0.090000004,0.997585012,24.939625291,,,,,,,,,,,,,,,,,,,,,,,,,,
0.100000001,0.995669980,24.891749490,,,,,,,,,,,,,,,,,,,,,,,,,,
0.109999999,0.994805945,24.870148627,,,,,,,,,,,,,,,,,,,,,,,,,,
0.119999997,0.993675552,24.841888808,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129999995,0.992345391,24.808634771,,,,,,,,,,,,,,,,,,,,,,,,,,
0.140000001,0.992104528,24.802613189,,,,,,,,,,,,,,,,,,,,,,,,,,
0.150000006,0.990586472,24.764661794,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159999996,0.989874941,24.746873532,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170000002,0.988480868,24.712021695,,,,,,,,,,,,,,,,,,,,,,,,,,
0.180000007,0.986797502,24.669937557,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189999998,0.985979335,24.649483385,,,,,,,,,,,,,,,,,,,,,,,,,,
0.200000003,0.983653706,24.591342662,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209999993,0.982092926,24.552323157,,,,,,,,,,,,,,,,,,,,,,,,,,
0.219999999,0.981947873,24.548696820,,,,,,,,,,,,,,,,,,,,,,,,,,
0.230000004,0.980806886,24.520172155,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239999995,0.978869037,24.471725919,,,,,,,,,,,,,,,,,,,,,,,,,,
0.250000000,0.977969379,24.449234479,,,,,,,,,,,,,,,,,,,,,,,,,,
0.259999990,0.977083109,24.427077733,,,,,,,,,,,,,,,,,,,,,,,,,,
0.270000011,0.976134092,24.403352290,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280000001,0.974722381,24.368059530,,,,,,,,,,,,,,,,,,,,,,,,,,
0.289999992,0.972941518,24.323537946,,,,,,,,,,,,,,,,,,,,,,,,,,
0.300000012,0.972134119,24.303352984,,,,,,,,,,,,,,,,,,,,,,,,,,
0.310000002,0.971441506,24.286037660,,,,,,,,,,,,,,,,,,,,,,,,,,
0.319999993,0.968726003,24.218150065,,,,,,,,,,,,,,,,,,,,,,,,,,
0.330000013,0.968038687,24.200967164,,,,,,,,,,,,,,,,,,,,,,,,,,
0.340000004,0.967546599,24.188664975,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349999994,0.965517422,24.137935543,,,,,,,,,,,,,,,,,,,,,,,,,,
0.360000014,0.963769096,24.094227410,,,,,,,,,,,,,,,,,,,,,,,,,,
0.370000005,0.963086088,24.077152193,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379999995,0.961962680,24.049066997,,,,,,,,,,,,,,,,,,,,,,,,,,
0.389999986,0.960638572,24.015964300,,,,,,,,,,,,,,,,,,,,,,,,,,
0.400000006,0.958648976,23.966224398,,,,,,,,,,,,,,,,,,,,,,,,,,
0.409999996,0.956485688,23.912142206,,,,,,,,,,,,,,,,,,,,,,,,,,
0.419999987,0.954186195,23.854654864,,,,,,,,,,,,,,,,,,,,,,,,,,
0.430000007,0.953092123,23.827303085,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439999998,0.952078786,23.801969655,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449999988,0.950633374,23.765834339,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460000008,0.948607922,23.715198040,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469999999,0.947256514,23.681412858,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479999989,0.946149812,23.653745302,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490000010,0.944878906,23.621972650,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000000,0.942987972,23.574699298,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509999990,0.941285572,23.532139312,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519999981,0.938265293,23.456632334,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529999971,0.935821095,23.395527387,,,,,,,,,,,,,,,,,,,,,,,,,,
0.540000021,0.933151925,23.328798125,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000012,0.930024311,23.250607774,,,,,,,,,,,,,,,,,,,,,,,,,,
0.560000002,0.926894427,23.172360670,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569999993,0.924269727,23.106743174,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579999983,0.920693681,23.017342028,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589999974,0.917494413,22.937360336,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000024,0.914071919,22.851797985,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610000014,0.911081908,22.777047707,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620000005,0.907856505,22.696412634,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629999995,0.903619279,22.590481967,,,,,,,,,,,,,,,,,,,,,,,,,,
0.639999986,0.898959988,22.473999707,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649999976,0.894797209,22.369930230,,,,,,,,,,,,,,,,,,,,,,,,,,
0.660000026,0.889727380,22.243184503,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670000017,0.883730710,22.093267762,,,,,,,,,,,,,,,,,,,,,,,,,,
0.680000007,0.878848019,21.971200476,,,,,,,,,,,,,,,,,,,,,,,,,,
0.689999998,0.872068573,21.801714320,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699999988,0.864276721,21.606918017,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709999979,0.855501276,21.387531888,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720000029,0.845588511,21.139712771,,,,,,,,,,,,,,,,,,,,,,,,,,
0.730000019,0.835179875,20.879496878,,,,,,,,,,,,,,,,,,,,,,,,,,
0.740000010,0.822652772,20.566319290,,,,,,,,,,,,,,,,,,,,,,,,,,
0.750000000,0.808018027,20.200450672,,,,,,,,,,,,,,,,,,,,,,,,,,
0.759999990,0.791941828,19.798545691,,,,,,,,,,,,,,,,,,,,,,,,,,
0.769999981,0.771412393,19.285309827,,,,,,,,,,,,,,,,,,,,,,,,,,
0.779999971,0.747669488,18.691737205,,,,,,,,,,,,,,,,,,,,,,,,,,
0.790000021,0.721054384,18.026359612,,,,,,,,,,,,,,,,,,,,,,,,,,
0.800000012,0.688577886,17.214447143,,,,,,,,,,,,,,,,,,,,,,,,,,
0.810000002,0.650760485,16.269012121,,,,,,,,,,,,,,,,,,,,,,,,,,
0.819999993,0.606057874,15.151446860,,,,,,,,,,,,,,,,,,,,,,,,,,
0.829999983,0.553993508,13.849837705,,,,,,,,,,,,,,,,,,,,,,,,,,
0.839999974,0.492718711,12.317967776,,,,,,,,,,,,,,,,,,,,,,,,,,
0.850000024,0.421084987,10.527124687,,,,,,,,,,,,,,,,,,,,,,,,,,
0.860000014,0.339543592,8.488589810,,,,,,,,,,,,,,,,,,,,,,,,,,
0.870000005,0.246948912,6.173722795,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879999995,0.141687095,3.542177365,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889999986,0.024301829,0.607545735,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899999976,-0.102350503,-2.558762571,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910000026,-0.247360411,-6.184010272,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920000017,-0.401340192,-10.033504805,,,,,,,,,,,,,,,,,,,,,,,,,,
0.930000007,-0.567156181,-14.178904530,,,,,,,,,,,,,,,,,,,,,,,,,,
0.939999998,-0.743279525,-18.581988115,,,,,,,,,,,,,,,,,,,,,,,,,,
0.949999988,-0.929509872,-23.237746791,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959999979,-1.126155024,-28.153875610,,,,,,,,,,,,,,,,,,,,,,,,,,
0.970000029,-1.330586034,-33.264650847,,,,,,,,,,,,,,,,,,,,,,,,,,
0.980000019,-1.543255057,-38.581376430,,,,,,,,,,,,,,,,,,,,,,,,,,
0.990000010,-1.764419954,-44.110498857,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000,-1.991824945,-49.795623636,,,,,,,,,,,,,,,,,,,,,,,,,,
