,
,Voc (V),,0.890000,
,Isc (mA),,1.016963,
,Vm (V),,0.730000,
,Im (mA),,0.867103,
,Pmax (W),,0.000633,
,Jsc (mA/cm2),,25.424076,
,FF (%),,69.935599,
,PCE (%),,15.824627,
,Cell area (cm2),,0.040000,

V(V),I(mA),J(mA/cm2),,,,,,,,,,,,,,,,,,,,,,,,,,
0.020000000,1.016582013,25.414550328,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029999999,1.016097027,25.402425672,,,,,,,,,,,,,,,,,,,,,,,,,,
0.039999999,1.015260001,25.381500018,,,,,,,,,,,,,,,,,,,,,,,,,,
0.050000001,1.014446956,25.361173903,,,,,,,,,,,,,,,,,,,,,,,,,,
0.059999999,1.012776978,25.319424458,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070000000,1.011634013,25.290850317,,,,,,,,,,,,,,,,,,,,,,,,,,
0.079999998,1.011798973,25.294974330,,,,,,,,,,,,,,,,,,,,,,,,,,
0.090000004,1.011881977,25.297049433,,,,,,,,,,,,,,,,,,,,,,,,,,
0.100000001,1.010518987,25.262974668,,,,,,,,,,,,,,,,,,,,,,,,,,
0.109999999,1.009935979,25.248399470,,,,,,,,,,,,,,,,,,,,,,,,,,
0.119999997,1.008789055,25.219726376,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129999995,1.006645965,25.166149135,,,,,,,,,,,,,,,,,,,,,,,,,,
0.140000001,1.005409053,25.135226315,,,,,,,,,,,,,,,,,,,,,,,,,,
0.150000006,1.004294027,25.107350666,,,,,,,,,,,,,,,,,,,,,,,,,,
0.159999996,1.002567005,25.064175134,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170000002,1.002263045,25.056576123,,,,,,,,,,,,,,,,,,,,,,,,,,
0.180000007,1.002709032,25.067725801,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189999998,1.002926962,25.073174038,,,,,,,,,,,,,,,,,,,,,,,,,,
0.200000003,1.002380974,25.059524341,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209999993,1.001599012,25.039975299,,,,,,,,,,,,,,,,,,,,,,,,,,
0.219999999,1.001097960,25.027449010,,,,,,,,,,,,,,,,,,,,,,,,,,
0.230000004,1.000404009,25.010100217,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239999995,0.999960350,24.999008747,,,,,,,,,,,,,,,,,,,,,,,,,,
0.250000000,0.998288277,24.957206915,,,,,,,,,,,,,,,,,,,,,,,,,,
0.259999990,0.997220515,24.930512882,,,,,,,,,,,,,,,,,,,,,,,,,,
0.270000011,0.998143572,24.953589309,,,,,,,,,,,,,,,,,,,,,,,,,,
0.280000001,0.997888157,24.947203929,,,,,,,,,,,,,,,,,,,,,,,,,,
0.289999992,0.995811424,24.895285605,,,,,,,,,,,,,,,,,,,,,,,,,,
0.300000012,0.994411646,24.860291160,,,,,,,,,,,,,,,,,,,,,,,,,,
0.310000002,0.993440161,24.836004013,,,,,,,,,,,,,,,,,,,,,,,,,,
0.319999993,0.993267517,24.831687915,,,,,,,,,,,,,,,,,,,,,,,,,,
0.330000013,0.991929788,24.798244704,,,,,,,,,,,,,,,,,,,,,,,,,,
0.340000004,0.990223372,24.755584309,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349999994,0.989169232,24.729230790,,,,,,,,,,,,,,,,,,,,,,,,,,
0.360000014,0.987864914,24.696622859,,,,,,,,,,,,,,,,,,,,,,,,,,
0.370000005,0.986411935,24.660298368,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379999995,0.985034509,24.625862716,,,,,,,,,,,,,,,,,,,,,,,,,,
0.389999986,0.982248923,24.556223070,,,,,,,,,,,,,,,,,,,,,,,,,,
0.400000006,0.981076970,24.526924244,,,,,,,,,,,,,,,,,,,,,,,,,,
0.409999996,0.981259742,24.531493546,,,,,,,,,,,,,,,,,,,,,,,,,,
0.419999987,0.979805947,24.495148682,,,,,,,,,,,,,,,,,,,,,,,,,,
0.430000007,0.977764954,24.444123846,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439999998,0.977346674,24.433666840,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449999988,0.977212563,24.430314079,,,,,,,,,,,,,,,,,,,,,,,,,,
0.460000008,0.975336181,24.383404525,,,,,,,,,,,,,,,,,,,,,,,,,,
0.469999999,0.972879410,24.321985256,,,,,,,,,,,,,,,,,,,,,,,,,,
0.479999989,0.971233821,24.280845537,,,,,,,,,,,,,,,,,,,,,,,,,,
0.490000010,0.969888992,24.247224792,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500000000,0.967872387,24.196809682,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509999990,0.965649320,24.141233007,,,,,,,,,,,,,,,,,,,,,,,,,,
0.519999981,0.964017003,24.100425071,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529999971,0.962289516,24.057237897,,,,,,,,,,,,,,,,,,,,,,,,,,
0.540000021,0.960664009,24.016600219,,,,,,,,,,,,,,,,,,,,,,,,,,
0.550000012,0.958429009,23.960725230,,,,,,,,,,,,,,,,,,,,,,,,,,
0.560000002,0.955780619,23.894515471,,,,,,,,,,,,,,,,,,,,,,,,,,
0.569999993,0.954350980,23.858774512,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579999983,0.951646420,23.791160493,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589999974,0.948594185,23.714854615,,,,,,,,,,,,,,,,,,,,,,,,,,
0.600000024,0.945809181,23.645229521,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610000014,0.942538609,23.563465220,,,,,,,,,,,,,,,,,,,,,,,,,,
0.620000005,0.939723221,23.493080516,,,,,,,,,,,,,,,,,,,,,,,,,,
0.629999995,0.936124299,23.403107480,,,,,,,,,,,,,,,,,,,,,,,,,,
0.639999986,0.931156217,23.278905428,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649999976,0.926422479,23.160561977,,,,,,,,,,,,,,,,,,,,,,,,,,
0.660000026,0.922234729,23.055868223,,,,,,,,,,,,,,,,,,,,,,,,,,
0.670000017,0.915890210,22.897255258,,,,,,,,,,,,,,,,,,,,,,,,,,
0.680000007,0.909700524,22.742513102,,,,,,,,,,,,,,,,,,,,,,,,,,
0.689999998,0.903145410,22.578635253,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699999988,0.895111589,22.377789719,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709999979,0.887069502,22.176737548,,,,,,,,,,,,,,,,,,,,,,,,,,
0.720000029,0.877908082,21.947702044,,,,,,,,,,,,,,,,,,,,,,,,,,
0.730000019,0.867102819,21.677570476,,,,,,,,,,,,,,,,,,,,,,,,,,
0.740000010,0.855086721,21.377168014,,,,,,,,,,,,,,,,,,,,,,,,,,
0.750000000,0.840024499,21.000612469,,,,,,,,,,,,,,,,,,,,,,,,,,
0.759999990,0.822832517,20.570812922,,,,,,,,,,,,,,,,,,,,,,,,,,
0.769999981,0.803472183,20.086804579,,,,,,,,,,,,,,,,,,,,,,,,,,
0.779999971,0.779693597,19.492339925,,,,,,,,,,,,,,,,,,,,,,,,,,
0.790000021,0.751820276,18.795506912,,,,,,,,,,,,,,,,,,,,,,,,,,
0.800000012,0.719823991,17.995599774,,,,,,,,,,,,,,,,,,,,,,,,,,
0.810000002,0.680955709,17.023892724,,,,,,,,,,,,,,,,,,,,,,,,,,
0.819999993,0.634834694,15.870867355,,,,,,,,,,,,,,,,,,,,,,,,,,
0.829999983,0.581028813,14.525720326,,,,,,,,,,,,,,,,,,,,,,,,,,
0.839999974,0.517751381,12.943784532,,,,,,,,,,,,,,,,,,,,,,,,,,
0.850000024,0.443460507,11.086512677,,,,,,,,,,,,,,,,,,,,,,,,,,
0.860000014,0.357621291,8.940532280,,,,,,,,,,,,,,,,,,,,,,,,,,
0.870000005,0.258758111,6.468952779,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879999995,0.145500002,3.637500049,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889999986,0.016950929,0.423773236,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899999976,-0.126755505,-3.168887633,,,,,,,,,,,,,,,,,,,,,,,,,,
0.910000026,-0.286147610,-7.153690240,,,,,,,,,,,,,,,,,,,,,,,,,,
0.920000017,-0.460988987,-11.524724687,,,,,,,,,,,,,,,,,,,,,,,,,,
0.930000007,-0.651620328,-16.290508211,,,,,,,,,,,,,,,,,,,,,,,,,,
0.939999998,-0.856107916,-21.402697894,,,,,,,,,,,,,,,,,,,,,,,,,,
0.949999988,-1.076002955,-26.900073863,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959999979,-1.308626030,-32.715650741,,,,,,,,,,,,,,,,,,,,,,,,,,
0.970000029,-1.553477952,-38.836948806,,,,,,,,,,,,,,,,,,,,,,,,,,
0.980000019,-1.810170943,-45.254273573,,,,,,,,,,,,,,,,,,,,,,,,,,
0.990000010,-2.078985097,-51.974627422,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000,-2.357386053,-58.934651315,,,,,,,,,,,,,,,,,,,,,,,,,,
