4		 			
AM1.5G	0.033978	 	 	Measure Mode	AC-EQE
AM1.5D	0.028162	 	 	AM 1.5G	0.033978
AM 0	0.061919	 	 	AM 1.5D	0.028162
Lambda(nm)	EQE (%)	SR (A/W)	Jsc (mA/cm^2)	AM 0	0.061919
300.0	7.306412	0.017677	0.000000	WL-Range	300-950nm
310.0	9.141044	0.022853	0.000405	Voltage Bias	0.00
320.0	0.350318	0.000904	0.001329	Date/Time	05-29_17-49-54
330.0	1.213671	0.003230	0.000700	Spent Seconds	63.000000
340.0	1.473520	0.004040	0.001568		
350.0	0.763419	0.002155	0.001486		
360.0	0.135161	0.000392	0.000690		
370.0	0.334682	0.000999	0.000454		
380.0	0.123269	0.000378	0.000465		
390.0	0.175017	0.000550	0.000294		
400.0	0.119601	0.000386	0.000349		
410.0	0.123251	0.000408	0.000458		
420.0	0.167449	0.000567	0.000585		
430.0	0.095359	0.000331	0.000538		
440.0	0.071654	0.000254	0.000349		
450.0	0.126878	0.000460	0.000514		
460.0	0.033129	0.000123	0.000453		
470.0	0.043738	0.000166	0.000225		
480.0	0.089916	0.000348	0.000406		
490.0	0.044837	0.000177	0.000405		
500.0	0.077979	0.000314	0.000385		
510.0	0.004124	0.000017	0.000255		
520.0	0.004413	0.000019	0.000026		
530.0	0.056656	0.000242	0.000198		
540.0	0.108324	0.000472	0.000551		
550.0	0.061065	0.000271	0.000567		
560.0	0.066908	0.000302	0.000437		
570.0	0.072662	0.000334	0.000479		
580.0	0.089388	0.000418	0.000558		
590.0	0.105717	0.000503	0.000685		
600.0	0.081003	0.000392	0.000651		
610.0	0.109405	0.000538	0.000686		
620.0	0.026200	0.000131	0.000489		
630.0	0.030643	0.000156	0.000203		
640.0	0.055365	0.000286	0.000317		
650.0	0.131546	0.000690	0.000688		
660.0	0.108408	0.000577	0.000863		
670.0	0.077996	0.000421	0.000703		
680.0	0.023037	0.000126	0.000386		
690.0	0.053543	0.000298	0.000265		
700.0	0.156129	0.000881	0.000754		
710.0	0.081849	0.000469	0.000875		
720.0	0.028676	0.000167	0.000392		
730.0	0.064014	0.000377	0.000294		
740.0	0.069128	0.000413	0.000469		
750.0	0.119240	0.000721	0.000701		
760.0	0.114211	0.000700	0.000838		
770.0	0.153450	0.000953	0.000616		
780.0	0.080258	0.000505	0.000857		
790.0	0.100382	0.000640	0.000657		
800.0	0.115530	0.000745	0.000757		
810.0	0.105698	0.000690	0.000772		
820.0	0.041527	0.000275	0.000456		
830.0	0.035111	0.000235	0.000232		
840.0	0.104526	0.000708	0.000459		
850.0	0.136622	0.000937	0.000818		
860.0	0.093949	0.000652	0.000758		
870.0	0.109960	0.000771	0.000680		
880.0	0.026449	0.000188	0.000458		
890.0	0.046836	0.000336	0.000242		
900.0	0.049930	0.000362	0.000275		
910.0	0.027732	0.000204	0.000200		
920.0	0.019689	0.000146	0.000115		
930.0	0.012357	0.000093	0.000083		
940.0	0.035974	0.000273	0.000049		
950.0	0.047108	0.000361	0.000106		
